一,生尾巴
一,企望此生为人正
一,大人不见了
一,释文义，知数始
一,西班牙元首
一,初谋合纵计终成
一,此日登临曙色开
一,字字去了盖，莫当子字猜。
一,天下大势去也
一,查看结果，杳无踪迹
一,云开雨雾出
一,这年头丑人占优势
一,弄清是非放宽心
一,意甲首轮才开始
一,独为天下先
一,人不要自大
一,立根原在破岩中
一,开除两个十
一,灭掉火
一,果有古梅半放开
一,见火就灭
一,真心退二线
一,天下莫大焉
一,生日逢春迎夫归
一,元旦落雨
一,坐在地下，死在上面
一,大连天全
一,不在上边，不上不下，应在下边，正在两头，长在中间。
一,有米就来
一,醒来时，星已消失客已去，惟有伊声犹在耳
一,大人走了声音依在
一,惟独东线无战事
一,在三国之后，在西晋之初
一,生在下头，不在上头，正在两头，卡在中间
一,为数虽少，却在百万之上
一,在座者依次值日
一,天下之大人为大
一,翻过重山川如带
一,大干快上，人人有份
一,天下之大，莫非王土，伊之所言，正合孤意
一,好字去了女
一,上下同心为减负
一,项羽当初盖世雄，嫉贤鲁莽枉用工，八千子弟今何在？自己无面见江东
一,望文释义
一,不上不下卡中央
一,至高无上
一,下雨之前
一,大赦天下
一,听具声，出人意表；观其形，仪态横生
一,值此回戈收故国
一,妇女都去减三围
一,占有江东可称王
一,十日不雨
一,酒干客散独念伊
一,自来水如清泉流
一,本人退休
一,举酒抛泪送客去
一,孟德放歌乌南飞
一,日环食
一,三中六中要减负
一,某字生得横，老是躺着困，若要问本事，样样是头名
一,南宫行，来也匆匆，去也匆匆
一,李字去了木
一,市义来归，孟尝扬名
一,千山觅仙竟如斯
一,佳人清瘦丰姿减
一,老鼠消灭了
一,工业卫生检查后，综合治理得五分
一,江水纵横流
一,彩虹大桥，桥毁人亡，彩虹落
一,天上有它，土下有它，画上面也有它
一,全由人工培育成
一,终生念伊减姿容
一,没有酒水不留客
一,心存正则志可成
一,周边游，少古迹。
一,木以何为本
一,查看结果，杳无踪迹。
一,四方人心归恩来
一,杜甫草堂
一,引进人才变化大
一,有人自大，占地为王
一,赤子之心
一,合纵连横明心志
一,美人不见兮，心安无恙乎
一,子弹完了比棍棒
一,春光无日晃思夫
一,不觉竹叶已落尽
一,春雨连绵妻独宿
一,春夜乃不见夫归
一,不要浮在上面，应当深入基层
一,来日相会牵牛星
一,望夫石上望夫归
一,天没我大，人有我大
一,天下之大堪称奇
一,扑灭烟火人方散
一,顶天立地赤子心
一,盂德放歌乌南飞
一,中行申报单
一,尾生死前犹念伊
一,来日旧貌换新颜
一,不要上头
一,樱桃开时去北京
一,谜底在下头
一,现代诗人见闻多
一,杏开初月放清香
一,干掉两个五
一,有三心无二意
一,使人有节终垂史
一,春节二日人已去
一,秦关千里，托雁问夫消息
一,不在上面，全在下面
一,是天下之大残也
一,明月已下方别离
一,据土为王
一,上不在上，下不在下，人有它大，天没它大
一,生旦丑末
一,闻声听犹疑，查看杳无迹
一,无双春夜思郎归
一,但见日落雁斜飞
一,至高无上赤子心
一,得人和者得天下
一,圣叹，余不及也
一,酒水喝完客散去
一,大卸八块
一,白日放歌，分曹射覆
一,文字释义
一,人有它变大，天没它变大。
一,见夫归日便生春
一,后堂画前未逢春，暮雨空念不见人；载车径直挥戈去，人心尽失方断思
一,旧文市义焚田契
一,石头
一,诗人无计难应付
一,有人则大，有土则王
一,顶天立地，世间无二
一,昔日既逝不留念
一,黎明阴天
一,丛林深处，深不可及，休去休去
一,火见它就灭，请别把水猜。
一,如有人缘成姻缘
一,无端独自将伊念
一,三前五后
一,佳节重阳人独行
一,离人千里忧思切
一,西放乐元首
一,千山觅仙迹
一,云开雨霁五更初
一,上不在上，下不在下，不可在上，且宜在下
一,开头
一,孤雁更云端
一,下大夫
一,竖看象根柱，横看象根梁；世上数它大，成单不成双
一,甲有此意，乙为音响，丙要在前，丁须断后
一,来日就业到山西
一,湘水东流日沉西
一,上不在上，下不在下，天无它大，人有它大
一,霸王能举鼎，有力竟无功，八万貔貅死，自沉乌水中
一,烟火熄灭人方离
一,字字去了盖，莫当子字猜
一,从人丛中走出五人
一,牛无它不生
一,芳心无主独念伊
一,人有他则变大
一,三吏三别有史实
一,今天大扫除
一,人间始暖二度春
一,无尺土之封
一,同心走四方
一,舍空人迹叶翻飞
一,为数虽少，却在百万之上。
一,人倚窗前长凝伫
一,昔日草原无所见
乘,千里南天展燕翼
乘,冀北疏林斜片月
乘,颠连花影暗香深
乘,枝头新月映残花
乘,千骑北上
乘,眉月枝头花弄影
乘,千骑北上人殿后
乘,千里塞北雁南飞
乘,上千北雁各西东
乘,黑方先行占先机
乘,禾苗破土生
乘,残花弄影暗香来
乘,千里北归人独宿，一芦南渡雁双栖
乘,枝头眉月映残花
乘,千里塞北雁归来
乘,残花弄影伴秋雨
乘,秋寒塞北时
戌,挪威女
戌,女排扬威
戌,巾帼逞威
戌,有女上前来助威
筛,个个求师
筛,步卒五千
筛,先生君子也
挨,唉！伸手相助却无方
挨,斜天见新月，遮手望云低
挨,新月挂天边，抬头见远山
盲,看上去无心帮忙
盲,一见如故
盲,山虽遮眼心难忘
盲,相望月空终枉然
亡,西南曲径通亭前
亡,有心在前闲不住，把心放下记不住
亡,有心记不住，有眼看不见。
殃,直立终宵心不快
月,有没有上边
月,运用之妙，存乎一心
月,有没有上边
月,生来好胜
月,明日要去听音乐
月,莲叶凋零渭水流
月,雨天没有阴天有，田里没有湖里有，今天没有明天有。
月,雨天没有阴天有，田里没有湖里有，河水没有潮水有。
月,拱手作别，再会有期
月,结伴成知己，肝胆先相照
月,杜鹃呜
月,元宵十五日
月,入关之后，称帝为王。
月,共同的期望
人,来日初三逢立春
人,你有他有，众人都有，我却没有
人,一直真心来成全
人,钻进钱眼作囚徒
人,未来一定美好
人,你有我没有，花有草没有。
人,统一为大
人,春节放假三天
人,巧夺天工
人,再有三日就是春
人,有心来日要报恩
人,会后勿要说
人,正月小，二月小，三月小
人,天下一绝
人,从来有，过后无，今天有，明日无。
人,肉松内销
人,天上无二合去一口家家都有
人,合字立马去一口，每家每户都会有。
人,三春去日已无多
人,解落三春雨
人,有心一定先表态
人,嘴上无毛，办事不牢。
人,不到蓬莱不是仙
人,同心共缔合，双方结伴侣
人,火腿
人,布下星星火
人,烛光点点虫飞逐
人,他有你有全都有
人,燕尾穿过秋千去
梦,尽日栏杆头
梦,林字多一半，不当森字猜
梦,豹子头夜入南柯
梦,连夜造林
梦,晚来唯有两枝残
梦,夜泊枫桥畔
梦,黄昏造林
梦,夕照归隐梅林后
梦,潇湘夜探忆南柯
梦,夜探西楼约梅边
梦,入夜杯杯不落空
梦,共三十六夜
梦,湘中重逢共良宵
梦,林字多一半
梦,松柏后凋知岁末
梦,夕阳遥照柳梢头
梦,桑榆晚景庆团聚
梦,日落松林西
梦,一夜楼前两依依
梦,梧桐半落晚景时
梦,桑榆暮景忆邯郸
梦,二十四桥明月夜
梦,多半用三十六计
梦,两地相思同此夜
梦,林字一半多
梦,桃李开后近黄昏
梦,二度重阳连夜归
梦,枕边度春宵
梦,柳梢摇影夜初临
梦,来岁要封山育林
梦,重见春色满人间
梦,三十六计，多系上着
梦,晚来惟有两枝残
梦,一夜桥头两依依
梦,桑榆暮景
梦,除夕看春联
妻,妇女地位偏低现象一直存在
妻,妇女地位起变化・此谜定好猜
妻,该女正在争取中
妻,横披头巾修女来
妻,一树梅枝雪底埋
妻,十女同耕半边田
妻,单身姑娘过横山
妻,妇女地位起变化
攸,此心到处悠然
攸,心安自悠然
攸,左修右改
攸,存心固久长
泾,轻车简从去浦东
泾,一行斜雁掠江天
泾,江上久未见新月
泾,江畔逗留望雁飞
泾,轻车简从江东行
泾,首演京腔来劲头
均,堂下月零乱
均,国庆巧逢八月半
均,余韵清音坊上来
间,早上去闹市
间,出门方知天下大
间,开门日正中
间,冒尖户
间,向阳门第
间,心闲落照前
间,闹市散罢天放晴
间,闲却春光白了头
间,无线电入门
袈,天冷你咋办
匿,围墙缺一面，惹得心不安
匿,若要隐藏找缺口
阆,进门娘子好飘逸
阆,闺中空待郎前来
阆,一门和好
阆,引狼入室不见狗
阆,积善之家
阆,留侯世家世称绝
省,儿童眼睛，自小保护
省,自小好节俭
省,独眼龙
省,看上去不多
省,自小在一起，目前少联系
省,自小在一起，目前少联系。
省,小有变化
省,目前不多，切莫浪费
省,僧繇金陵画壁龙
省,豆蔻年华只眼前
省,小眉眼
省,少在眼前晃来晃去
告,先写上半段，后写下半段
告,西坡方见新月挂
告,先写上半截，后写下半截。
告,先写上，后写下。
告,一口咬断牛尾巴
告,一口咬掉牛尾巴
告,先先后后
告,新月初挂方塘边
告,一口吃掉牛尾巴
心,小船儿推开波浪
心,怒斩刁仆
心,打断念头
心,三潭印月
心,疏星三点，新月一钩
心,轻舟一浪平
心,白雨跳珠乱入船
心,灵台方寸山，斜月三星洞
心,士有不得于志
心,残星几点伴新月
心,入秋就发愁
心,一勾心月伴三星
心,一勾弯月伴三星
心,浪遏飞舟
心,鱼虾泼泼初出网
心,半钩明月钓清溪
心,一钩残月带三星
心,一勾新月伴三星
心,一叶飞来细浪生
心,前前后后总算凑够
心,一钩残月伴叁星
心,到得秋来总是愁
心,三条小鱼戏钓钩
寇,上头又完成
明,杜鹃啼了暗无声
明,大胆改革，天下闻名
明,十月十日双十节
明,日月相连
明,阴阳割昏晓
明,日月各西东
明,太阳月亮交朋友
明,一月一日非今天
明,名声若日月
明,少阴太阳，少阳太阴
明,太阳西边下，月亮东边挂
明,一半白天一半晚上
明,一阴一阳，一短一长，一昼一夜，合为一双。
明,元旦
明,胆大包天暗调换
明,左边光，右边亮；一边热一边凉，两者同时不露面，合并起来亮堂堂。
明,夕阳西沉，玉兔东升
明,太阳西边下月儿东边挂
明,同心改革朝前走
明,得胜生还，安排宴会
明,晴一半，阴一半。
明,这边一直到田，那边一直用全。
明,断肠何必更残阳
明,春分三人游西湖
哆,七嘴八舌
哆,多方合作
哆,连夜吞下便发抖
哆,堂中夜夜常相伴
哆,名动四方一夜间
厌,见面时时露笑窝
厌,进厂太容易
厌,星倾天边眉月长
厌,厂内养狗讨人嫌
勋,全力可省则省
勋,调动人员要开会
勋,离乱重圆应相贺
勋,团结动员不用说
勋,圆心着力
勋,有功有赏
夯,拔山扛鼎
夯,大势已定，无须固执
夯,一人夺走了头功
夯,奋力大扫除
夯,后劲不小
夯,拔山举鼎意如何
夯,大力合作实地干
夯,力求大事化小，小事化了
夯,力可以得天下
资,贝字欠两点，不作目字猜
资,贝字减两点，不作目字猜。
资,一次参赌人被抓
资,谢绝高赏恣意游
资,失败后再来一次
资,依次负责各有份
资,姿容赚得终嫌弃，双泪还将负心人
侯,猴头隐藏不见了
侯,一直等候
侯,敢字当头人如箭
八,首先翻一番
八,公而忘私
八,上下空落
八,分尸不得带刀归
八,摘穷帽，挖穷根，大家都说发
八,无上下之交也
八,摘掉穷帽子，挖去穷根子。
八,人多热气高
八,团结左右好做人
螨,挂念两头蛇
调,一曲环绕白云边
调,共同献计
调,论鲁迅
调,言于公谨同此计
调,百里定计
调,云开一线月临窗
调,共同安排离间计
调,广寒宫里何空敞，为倩维摩着色描
僦,解除千万人后顾之忧
僦,徽班进京
拈,开店先要请帮手
拈,动手配钥匙
拈,损失一半战略武器
娣,残妆初卸涕先流
娣,千金含睇送秋波
洌,滩头烈焰腾空起
国,十二点方到
国,园外昭君含泪痕
国,主动一点显大方
国,主动周到
国,士伏处于一方兮，非主不依
国,抬手就是一巴掌
国,总是玉关情
国,徽钦囚絷泪成珠
国,皇太后在宫中
秦,春香连夜听琴声
秦,春夜暗香
秦,大材小用，小材小用，废材不用
秦,初春枝头发柳叶
秦,斜依高楼，伴春雨，静听琴声
秦,二大二小
秦,秋分之后上大二
秦,春暮凄凉如残秋
秦,春雨壮新苗
秦,春雨淋禾
秦,春雨绵绵到秋凉
秦,春雨断桥人迹稀
秦,看文字春秋之前，查史实春秋之后
秦,春阴秋不暖
秦,春残香殒日日消
秦,半布春秋
秦,春阴秋寒
秦,春天没太阳，禾苗依然长。
秦,春香日暗消
秦,前程有人真心助
秦,始春秋，终战国
秦,小雪小雪不见雪，大寒大寒不见寒
秦,看看在春秋之前，其实在春秋之后
秦,春和秋都不热
秦,秋一半，春一半。
秦,春阴秋雨伴琴声
秦,春香去后琴声在
秦,春夜月如眉，树梢闻禽声
秦,春季之前
秦,半部春秋
秦,初春眉月挂前枝
秦,春香连日去听琴
秦,春秋之前
秦,春夜上香听琴声
秦,两划一大，两划一小
秦,看文字，一是春秋，论年代，一半在春秋。
秦,二画大，二画小。
秦,三省吾身
秦,初秋迎来真心人
秦,春雨霏霏夜来香
秦,春秋配
秦,春雨润新苗
秦,三人相遇逢秋雨
秦,欲并春秋烽火尽，须当指日归咸阳
秦,日日相伴有春香
秦,春夜插秧
漆,清辉北照人怀春
漆,舍南舍北皆春水
漆,村前河边人戏水
漆,江西来了东北人
漆,江畔柳边人戏水
母,后悔年初阔别去
母,后悔没人来
母,海水空流人不见
亨,一到就享受
亨,芳心已了入深宫
亨,高高在上终须了
亨,牙旗一展会古城
亨,高高在上了
亨,女子芳心一相送
能,残云遮月花片片
能,前台上月比高低
能,月台出口处，相见两倾心
能,月照台前比高低
能,云破月来花弄影
能,云破月来花影碎
能,远山明月比高低
能,月移花影上瑶台
能,月移花影到高台
能,玉兔上台比高低
三,人间始暖报春知
三,抛开两边要中间
三,春雨绵绵人去也
三,首次相逢见真心
三,泰山山水尽游人
三,一减一不是零
三,一双
三,春雨断人行
三,真是无头无尾又无边
三,头是一，腰是一，尾是一，其实不是一
三,今日春光人不见
三,断雨残云
三,一一得一
三,宛若平川真心陈
三,头是一腰是一尾是一其实不是一
三,春雨送人行
三,至高无上天下绝
三,阿拉伯数字
三,春日人不见
三,秦王斩了余元帅
耜,柳眉丰姿迷下官
神,祖先一统定华夏
神,再进一点上海服装
神,不到一点抵上海
神,日蛔竖不加点
神,中字加横不加点
神,曰字加竖不加点
神,日加直不加点
神,来上海添点成衣
神,一点不如猴
神,先祖当是猴子变
当,残雪印鸿爪
当,小山旧貌换新颜
当,哨口月出雪已晴
当,下雪初晴留鸿迹
句,向左边一直走
句,破格引进保全局
句,十天一扫除
句,向前一直走
句,南方周末变了样
句,向左一直走
句,一来就是十天
句,向左一直去
句,旬日不见登门问
驰,一马饮尽池中水
驰,龙子归真化何物
驰,午
驰,千里访他人已没
翠,霸王进兵
翠,楚霸王乌江自刎
翠,八千子弟兵・碎锦格
翠,走麦城
翠,亭前双归燕，展翅又飞去
翠,楚霸王自刎
翠,关公走麦城
翠,败走麦城
翠,刘邦闻之则喜，刘备闻之则悲
翠,楚兵
翠,霸王自刎
翠,丛中剩下残月影
翠,二人十一点复习
翠,八千子弟兵
翠,刘邦闻之则喜，刘备闻之则悲。
美,一度纵横入关中
美,南北三岔路，东西四条街
美,乍看挺漂亮，细瞧竟是大王八
美,一一给予关心
美,八大王集合
美,未来大好
美,十二大的重点
美,人民币一大摞
美,看似有颜，实人前虚装一套善头脸
美,十二大四中全会
美,谁见谁都说漂亮，分开却是大王八
美,卷帘见巨龟
罚,转眼话别各西东
罚,言出如刀目已横
罚,别前无言秋波转
罚,别后转眼赋首诗
罚,横目论刀
用,角落头
用,一直朝前走
用,个人得失抛脑后
用,甩掉尾巴，就能使它。
用,隐约形成反击势
用,柱抵故门长掩闭
用,连月不开
用,三山倒挂，二月相连；上有可耕之田，下有流水之川；一家六口，两口不全。
用,纵使有月兼有花
用,一箭射穿玉兔心
用,重山倒映，月影随行
用,银盘玉镜两难分
用,一个篱笆三个桩
用,二月不猜朋
用,一月又一月，两月共半边；上有可耕之田，下有流水之川；一家有六口，两口不团圆。
用,一月复一月，两月共半边。上有可耕之田，下有长流之川。六口共一室，两口不团圆。
用,上边一块田，下边一条川，三山头朝下，二月紧相连
用,前胸贴后背
珍,舞会伊始全来到
珍,全面改革东风劲
珍,金秋伊始，全有变化
珍,依稀竹影动，疑是玉人来
珍,南望斜川寄琴心
珍,全面改革从我做起
珍,一半之众全弄错
珍,大干改革，从我做起
珍,三撇全分开
珍,影后全靠换新妆
包,有火腾空而起，有口不能笑谈，有衣能过三九，有水很快就完
包,有草花将开，有水可冲茶。有脚走得快，有火敌人怕。
包,长草花将放，加水茶沏成，有脚行走快，点火有响声。
包,有草能开花，有水能沏茶，有脚走得快，有火响声大。
包,跑断了脚
包,自助餐
包,半局虽未终，连作长蛇阵
包,有手怀抱里有脚想溜掉有火点就跑
包,得食果腹
包,有手怀抱里，有脚想溜掉，有火点就跑
包,半局虽未终，连作长蛇势
包,一钩新月向西流
今,夜幕降临到贵州
今,心存一点悯惜情
今,一点下令
今,一念方寸移
今,无雨零点起飞
今,没心念
今,安下心来读书
艮,恨之无心，若有一点就好了
艮,多一点就好
艮,摔了跟头卜一卦
艮,心正待人诚，心偏惹人憎
艮,落点不差
艮,优缺点
修,竹影临风心悠然
修,雾中一人衣衫少
修,人依旧日去，柳丝系客心
沪,海上卷来浪拍门
沪,门头沟
沪,雨点乱溅屋顶上
沪,水上人家
沪,洞房记得初相遇
沪,三星落户到上海
沪,三星拱照好人家
沪,东家流水入西邻
沪,樱桃未启泪先流
沪,江边残月孤星照
沪,水边人家
沪,玉楼月落雨偏至
沪,门对浙江湖
沪,洞房初相遇
沪,三星在户
沪,人家尽枕河
梳,春随流水去，送来读书声
梳,砍伐森林，水必流失
梳,一流逝水绕桥边
梳,东流逝水
梳,村前流水如书声
梳,流水自去春自来
梳,疏林半隐读书声
梳,桃开半随流水去
梳,流尽江水正逢春
梳,桃开半逐流水去
梳,砍伐森林水流失
梳,春事暗随流水去
榛,多少游春意
榛,西楼日日遇春香
榛,初春梦失砧声起
榛,村前春雨插秧忙
榛,春日出游入林中，依稀风筝挂枝头
耍,铁扇公主挨一耙
耍,半现妖态面三藏
耍,一有就要
耍,而今她也不知去向
耍,照着妖头就是一钉耙
晴,如水之清，如月之明
晴,十二月一日
晴,打得分明
晴,清明节前后，择日来踏青。
晴,直将真心对日月
晴,一三五不论，二四六分明
晴,早上前去猜
晴,二月十日巧安排
晴,十二月一日天气好
晴,春光在眼前
晴,放飞心情迎来日出
些,此乃人算不如天算也
些,天下无人写此字
些,此字比一多一横，不能把二猜。
些,一一生此时
些,此字只一个，二字边下躲。
些,这是其次
些,此地一为偶
些,天夺人愿至此生
些,一一到此下面
兹,空山幽兰一一开
兹,小二黑结婚
兹,山下幽兰一一开
兹,空山二度觅幽兰
兹,有心为喜
兹,幽兰一一山中隐
兹,时维九月，序属三秋
兹,首先乡乡起变化
兹,众妙之门
兹,拆除磁石
兹,请母亲放心
甾,柳影横斜如画里
甾,但见群鸥日日来
甾,大河迂曲，群山环抱
暝,六桥夕照映秋波
暝,重阳结伴游六桥
拼,重点奉献，开拓前进
拼,重点在于开拓前进
拼,携手共把面貌改
拼,合十
拼,提前开会两点来
拼,携手共为把身翻
拼,共回头把手招
艺,除草得第二
艺,两点起飞到苏北
艺,开口说梦话
艺,飞燕衔落花
艺,游鸭芦下隐
艺,画只小鸭留纪念
艺,草下游来一只鸭
艺,浮萍生处一凫潜
娩,后晚约女伴
娩,晚上娇娃半面妆
娩,千金去点卯
早,十月怀胎，一朝分娩
早,十载改革旧貌改
